9064.0045 0.0000 0.0000 -0.0000 -0.00444483 0.00064884 0.73445629 0.67864112
9064.0095 -0.0005 0.0047 -0.0000 -0.00449716 0.00057508 0.73443729 0.67866141
9064.0145 -0.0010 0.0096 0.0000 -0.00438366 0.00048795 0.73448011 0.67861588
9064.0195 -0.0014 0.0142 0.0000 -0.00445478 0.00045288 0.73448415 0.67861107
9064.0245 -0.0018 0.0188 0.0001 -0.00454626 0.00045543 0.73453125 0.67855947
9064.0295 -0.0023 0.0232 -0.0000 -0.00473325 0.00062219 0.73453731 0.67855151
9064.0345 -0.0026 0.0276 -0.0001 -0.00495001 0.00079058 0.73458256 0.67850080
9064.0395 -0.0031 0.0320 -0.0002 -0.00514473 0.00093381 0.73458643 0.67849498
9064.0445 -0.0035 0.0366 -0.0003 -0.00525534 0.00100186 0.73460256 0.67847657
9064.0495 -0.0038 0.0413 -0.0004 -0.00527390 0.00092677 0.73459456 0.67848519
9064.0545 -0.0042 0.0462 -0.0007 -0.00524551 0.00079059 0.73459028 0.67849023
9064.0595 -0.0047 0.0510 -0.0008 -0.00517873 0.00076086 0.73457654 0.67850564
9064.0645 -0.0052 0.0558 -0.0010 -0.00518866 0.00080319 0.73456203 0.67852122
9064.0695 -0.0057 0.0604 -0.0011 -0.00531042 0.00089111 0.73457051 0.67851100
9064.0745 -0.0061 0.0649 -0.0011 -0.00556325 0.00098158 0.73457489 0.67850411
9064.0795 -0.0064 0.0694 -0.0011 -0.00579974 0.00107347 0.73459080 0.67848476
9064.0845 -0.0068 0.0740 -0.0012 -0.00594170 0.00117045 0.73460660 0.67846626
9064.0895 -0.0074 0.0787 -0.0011 -0.00601000 0.00123803 0.73461923 0.67845187
9064.0945 -0.0080 0.0835 -0.0011 -0.00589962 0.00128938 0.73463698 0.67843351
9064.0995 -0.0086 0.0885 -0.0012 -0.00581275 0.00126484 0.73463950 0.67843159
9064.1008 -0.0087 0.0897 -0.0012 -0.00579554 0.00127110 0.73464512 0.67842564
9064.1045 -0.0091 0.0933 -0.0013 -0.00574600 0.00128862 0.73466114 0.67840867
9064.1095 -0.0097 0.0981 -0.0014 -0.00574140 0.00139499 0.73465671 0.67841330
9064.1145 -0.0103 0.1027 -0.0016 -0.00587011 0.00155335 0.73466220 0.67840592
9064.1195 -0.0109 0.1073 -0.0017 -0.00592813 0.00173779 0.73465422 0.67841360
9064.1245 -0.0115 0.1120 -0.0019 -0.00598919 0.00190370 0.73463341 0.67843515
9064.1295 -0.0121 0.1167 -0.0020 -0.00593610 0.00199815 0.73462349 0.67844609
9064.1345 -0.0127 0.1215 -0.0022 -0.00590699 0.00206254 0.73458819 0.67848437
9064.1395 -0.0133 0.1264 -0.0023 -0.00584375 0.00207910 0.73457739 0.67849656
9064.1445 -0.0139 0.1312 -0.0024 -0.00585331 0.00216015 0.73453633 0.67854068
9064.1495 -0.0145 0.1359 -0.0025 -0.00592317 0.00225149 0.73453006 0.67854656
9064.1545 -0.0152 0.1406 -0.0025 -0.00600261 0.00248772 0.73451299 0.67856352
9064.1595 -0.0158 0.1453 -0.0027 -0.00610688 0.00264035 0.73452335 0.67855079
9064.1645 -0.0164 0.1501 -0.0026 -0.00615814 0.00273708 0.73450777 0.67856682
9064.1695 -0.0170 0.1550 -0.0027 -0.00613899 0.00278036 0.73452447 0.67854873
9064.1745 -0.0174 0.1600 -0.0027 -0.00614785 0.00265563 0.73453286 0.67854007
9064.1795 -0.0179 0.1652 -0.0028 -0.00608107 0.00251290 0.73453352 0.67854050
9064.1845 -0.0184 0.1702 -0.0028 -0.00605271 0.00249221 0.73454960 0.67852342
9064.1895 -0.0188 0.1751 -0.0029 -0.00618274 0.00253866 0.73457867 0.67849061
9064.1945 -0.0194 0.1797 -0.0029 -0.00642680 0.00284695 0.73459159 0.67847313
9064.1995 -0.0201 0.1841 -0.0030 -0.00661823 0.00335699 0.73461305 0.67844572
9064.2045 -0.0206 0.1887 -0.0031 -0.00682669 0.00364360 0.73463545 0.67841792
9064.2095 -0.0210 0.1934 -0.0032 -0.00706733 0.00377266 0.73465287 0.67839588
9064.2145 -0.0214 0.1983 -0.0033 -0.00721083 0.00380572 0.73467775 0.67836725
9064.2195 -0.0216 0.2034 -0.0034 -0.00739829 0.00363433 0.73468079 0.67836287
9064.2245 -0.0221 0.2083 -0.0036 -0.00751954 0.00362908 0.73467986 0.67836258
9064.2295 -0.0228 0.2132 -0.0037 -0.00749986 0.00386768 0.73467283 0.67836909
9064.2345 -0.0234 0.2180 -0.0038 -0.00762210 0.00411586 0.73468463 0.67835349
9064.2395 -0.0240 0.2228 -0.0039 -0.00771545 0.00432680 0.73468831 0.67834714
9064.2445 -0.0246 0.2275 -0.0038 -0.00793063 0.00457076 0.73467942 0.67835268
9064.2495 -0.0250 0.2324 -0.0040 -0.00809144 0.00464362 0.73467034 0.67836013
9064.2545 -0.0254 0.2372 -0.0041 -0.00830697 0.00467433 0.73465801 0.67837066
9064.2595 -0.0258 0.2420 -0.0042 -0.00850515 0.00475238 0.73467394 0.67835041
9064.2645 -0.0264 0.2468 -0.0043 -0.00857469 0.00491271 0.73467763 0.67834439
9064.2695 -0.0269 0.2515 -0.0045 -0.00875009 0.00516404 0.73468500 0.67833230
9064.2745 -0.0276 0.2562 -0.0045 -0.00888368 0.00549512 0.73469426 0.67831794
9064.2795 -0.0282 0.2610 -0.0047 -0.00895960 0.00571108 0.73472009 0.67828718
9064.2845 -0.0286 0.2659 -0.0048 -0.00910392 0.00565753 0.73472492 0.67828047
9064.2895 -0.0290 0.2710 -0.0049 -0.00907110 0.00558539 0.73472692 0.67827935
9064.2945 -0.0294 0.2761 -0.0050 -0.00909367 0.00544906 0.73471909 0.67828863
9064.2995 -0.0297 0.2811 -0.0052 -0.00921703 0.00532929 0.73472819 0.67827807
9064.3045 -0.0303 0.2859 -0.0054 -0.00930174 0.00550011 0.73472217 0.67828207
9064.3095 -0.0307 0.2906 -0.0055 -0.00945284 0.00563303 0.73470702 0.67829530
9064.3145 -0.0313 0.2953 -0.0056 -0.00952388 0.00578776 0.73470829 0.67829162
9064.3195 -0.0319 0.3001 -0.0058 -0.00951285 0.00592887 0.73470215 0.67829721
9064.3245 -0.0325 0.3050 -0.0059 -0.00954952 0.00597065 0.73468748 0.67831221
9064.3295 -0.0331 0.3099 -0.0060 -0.00944327 0.00602466 0.73465063 0.67835314
9064.3345 -0.0336 0.3148 -0.0061 -0.00944822 0.00612107 0.73464312 0.67836034
9064.3395 -0.0342 0.3196 -0.0062 -0.00945034 0.00615213 0.73463248 0.67837155
9064.3445 -0.0347 0.3242 -0.0064 -0.00956487 0.00635131 0.73467017 0.67832729
9064.3495 -0.0352 0.3287 -0.0066 -0.00971874 0.00649351 0.73469921 0.67829230
9064.3545 -0.0356 0.3332 -0.0068 -0.00994359 0.00668532 0.73475192 0.67823009
9064.3595 -0.0360 0.3378 -0.0070 -0.01009974 0.00674147 0.73480032 0.67817478
9064.3645 -0.0364 0.3424 -0.0073 -0.01031499 0.00674945 0.73489713 0.67806656
9064.3695 -0.0367 0.3471 -0.0074 -0.01046077 0.00672290 0.73499167 0.67796210
9064.3745 -0.0371 0.3517 -0.0075 -0.01058046 0.00670332 0.73509254 0.67785107
9064.3795 -0.0375 0.3564 -0.0076 -0.01069944 0.00667298 0.73512626 0.67781293
9064.3845 -0.0380 0.3608 -0.0077 -0.01082235 0.00684287 0.73516901 0.67776292
9064.3895 -0.0385 0.3652 -0.0077 -0.01104462 0.00698125 0.73514819 0.67778051
9064.3945 -0.0388 0.3695 -0.0077 -0.01127020 0.00711543 0.73514641 0.67777733
9064.3995 -0.0392 0.3739 -0.0078 -0.01142150 0.00717594 0.73510350 0.67782070
9064.4008 -0.0393 0.3750 -0.0078 -0.01147144 0.00714342 0.73509924 0.67782482
9064.4045 -0.0392 0.3784 -0.0078 -0.01173971 0.00690081 0.73513368 0.67778539
9064.4095 -0.0395 0.3828 -0.0080 -0.01181609 0.00687066 0.73508672 0.67783530
9064.4145 -0.0399 0.3874 -0.0082 -0.01179797 0.00677232 0.73508160 0.67784216
9064.4195 -0.0401 0.3918 -0.0084 -0.01190788 0.00664018 0.73503911 0.67788762
9064.4245 -0.0405 0.3962 -0.0087 -0.01186268 0.00665241 0.73503353 0.67789434
9064.4295 -0.0408 0.4005 -0.0089 -0.01195344 0.00665017 0.73502961 0.67789701
9064.4345 -0.0411 0.4048 -0.0092 -0.01205753 0.00660090 0.73502916 0.67789614
9064.4395 -0.0416 0.4090 -0.0095 -0.01202765 0.00670617 0.73500637 0.67792035
9064.4445 -0.0419 0.4132 -0.0097 -0.01202175 0.00662903 0.73497125 0.67795929
9064.4495 -0.0422 0.4177 -0.0099 -0.01195047 0.00642813 0.73494758 0.67798815
9064.4545 -0.0426 0.4221 -0.0101 -0.01185640 0.00624756 0.73488948 0.67805446
9064.4595 -0.0429 0.4266 -0.0101 -0.01171500 0.00605079 0.73485963 0.67809105
9064.4645 -0.0435 0.4309 -0.0101 -0.01164276 0.00605861 0.73482076 0.67813435
9064.4695 -0.0441 0.4350 -0.0101 -0.01155097 0.00613430 0.73479761 0.67816032
9064.4745 -0.0447 0.4389 -0.0101 -0.01158165 0.00639028 0.73475734 0.67820106
9064.4795 -0.0452 0.4429 -0.0102 -0.01160707 0.00656545 0.73476282 0.67819302
9064.4845 -0.0457 0.4467 -0.0103 -0.01177377 0.00670976 0.73476890 0.67818215
9064.4895 -0.0461 0.4507 -0.0104 -0.01183221 0.00676416 0.73482722 0.67811740
9064.4945 -0.0464 0.4547 -0.0106 -0.01203630 0.00670058 0.73488829 0.67804825
9064.4995 -0.0466 0.4587 -0.0110 -0.01217796 0.00655906 0.73500360 0.67792210
9064.5045 -0.0468 0.4627 -0.0112 -0.01235044 0.00653538 0.73508604 0.67782982
9064.5095 -0.0472 0.4667 -0.0115 -0.01241809 0.00649444 0.73520210 0.67770310
9064.5145 -0.0477 0.4705 -0.0118 -0.01243446 0.00664740 0.73526737 0.67763049
9064.5195 -0.0481 0.4745 -0.0120 -0.01242103 0.00675595 0.73535254 0.67753724
9064.5245 -0.0486 0.4782 -0.0121 -0.01255302 0.00699738 0.73538110 0.67750137
9064.5295 -0.0490 0.4819 -0.0122 -0.01275413 0.00717403 0.73541692 0.67745687
9064.5345 -0.0492 0.4855 -0.0121 -0.01314360 0.00737544 0.73541786 0.67744625
9064.5395 -0.0494 0.4891 -0.0121 -0.01346840 0.00749208 0.73542437 0.67743152
9064.5445 -0.0498 0.4930 -0.0120 -0.01351725 0.00749838 0.73539794 0.67745917
9064.5495 -0.0503 0.4971 -0.0120 -0.01342211 0.00754101 0.73536134 0.67750032
9064.5545 -0.0509 0.5013 -0.0121 -0.01317383 0.00749147 0.73529972 0.67757262
9064.5595 -0.0515 0.5055 -0.0122 -0.01297692 0.00742451 0.73522284 0.67766057
9064.5645 -0.0520 0.5097 -0.0124 -0.01287541 0.00735395 0.73514173 0.67775126
9064.5695 -0.0523 0.5137 -0.0126 -0.01295597 0.00731953 0.73504805 0.67785170
9064.5745 -0.0527 0.5175 -0.0128 -0.01308137 0.00737307 0.73498811 0.67791371
9064.5795 -0.0531 0.5214 -0.0130 -0.01319179 0.00746867 0.73491794 0.67798659
9064.5845 -0.0536 0.5252 -0.0133 -0.01326147 0.00767485 0.73485966 0.67804610
9064.5895 -0.0542 0.5291 -0.0134 -0.01321592 0.00782560 0.73480400 0.67810558
9064.5945 -0.0547 0.5332 -0.0135 -0.01322827 0.00784891 0.73478289 0.67812795
9064.5995 -0.0553 0.5374 -0.0136 -0.01306240 0.00785719 0.73475500 0.67816128
9064.6045 -0.0558 0.5418 -0.0136 -0.01288538 0.00777756 0.73476987 0.67814947
9064.6095 -0.0563 0.5462 -0.0135 -0.01278005 0.00758186 0.73477746 0.67814546
9064.6145 -0.0567 0.5506 -0.0135 -0.01265768 0.00746116 0.73481245 0.67811118
9064.6195 -0.0571 0.5550 -0.0135 -0.01265381 0.00728743 0.73483089 0.67809316
9064.6245 -0.0574 0.5594 -0.0136 -0.01268923 0.00718850 0.73487541 0.67804530
9064.6295 -0.0578 0.5636 -0.0137 -0.01270949 0.00722696 0.73491893 0.67799735
9064.6345 -0.0582 0.5678 -0.0139 -0.01278996 0.00722566 0.73497788 0.67793194
