189598.0012 0.0000 0.0000 -0.0000 0.00827656 0.00525837 0.72310497 -0.69066855
189598.0062 -0.0007 -0.0013 -0.0000 0.00825691 0.00526670 0.72310130 -0.69067257
189598.0112 -0.0013 -0.0026 0.0001 0.00825449 0.00527911 0.72309530 -0.69067879
189598.0162 -0.0020 -0.0040 0.0001 0.00825537 0.00529484 0.72309897 -0.69067481
189598.0212 -0.0027 -0.0054 0.0001 0.00824072 0.00530891 0.72310128 -0.69067246
189598.0262 -0.0033 -0.0068 0.0001 0.00823102 0.00530264 0.72310260 -0.69067124
189598.0312 -0.0040 -0.0082 0.0001 0.00822465 0.00530226 0.72309465 -0.69067964
189598.0362 -0.0047 -0.0096 0.0002 0.00821653 0.00530040 0.72309545 -0.69067892
189598.0412 -0.0054 -0.0110 0.0002 0.00820962 0.00531206 0.72309361 -0.69068083
189598.0462 -0.0060 -0.0124 0.0002 0.00819422 0.00531491 0.72309667 -0.69067779
189598.0512 -0.0067 -0.0139 0.0002 0.00819060 0.00531087 0.72309538 -0.69067922
189598.0562 -0.0074 -0.0154 0.0002 0.00817452 0.00532646 0.72309243 -0.69068237
189598.0612 -0.0081 -0.0168 0.0003 0.00818076 0.00533322 0.72308225 -0.69069290
189598.0662 -0.0088 -0.0183 0.0003 0.00819099 0.00533278 0.72307369 -0.69070175
189598.0712 -0.0094 -0.0198 0.0003 0.00817498 0.00532479 0.72307003 -0.69070584
189598.0762 -0.0101 -0.0213 0.0003 0.00816607 0.00531836 0.72306218 -0.69071420
189598.0812 -0.0108 -0.0229 0.0003 0.00815582 0.00532711 0.72305206 -0.69072486
189598.0862 -0.0115 -0.0244 0.0004 0.00815257 0.00534216 0.72304314 -0.69073411
189598.0912 -0.0121 -0.0260 0.0004 0.00813392 0.00534831 0.72303906 -0.69073855
189598.0962 -0.0128 -0.0275 0.0004 0.00812744 0.00534942 0.72303592 -0.69074191
189598.1007 -0.0134 -0.0289 0.0004 0.00812185 0.00534078 0.72302562 -0.69075282
189598.1012 -0.0135 -0.0291 0.0004 0.00811986 0.00534034 0.72302454 -0.69075398
189598.1062 -0.0142 -0.0306 0.0004 0.00811699 0.00534160 0.72301724 -0.69076164
189598.1112 -0.0149 -0.0322 0.0005 0.00811455 0.00534772 0.72301093 -0.69076824
189598.1162 -0.0155 -0.0338 0.0005 0.00808221 0.00534806 0.72301841 -0.69076078
189598.1212 -0.0162 -0.0354 0.0005 0.00807538 0.00537909 0.72301739 -0.69076169
189598.1262 -0.0168 -0.0369 0.0005 0.00806567 0.00538232 0.72301309 -0.69076628
189598.1312 -0.0175 -0.0385 0.0005 0.00807772 0.00538818 0.72300544 -0.69077409
189598.1362 -0.0182 -0.0401 0.0005 0.00803710 0.00535640 0.72301059 -0.69076943
189598.1412 -0.0189 -0.0417 0.0007 0.00801992 0.00534605 0.72302177 -0.69075800
189598.1462 -0.0195 -0.0432 0.0007 0.00798044 0.00533976 0.72301900 -0.69076141
189598.1512 -0.0202 -0.0448 0.0007 0.00796759 0.00535992 0.72301415 -0.69076648
189598.1562 -0.0208 -0.0465 0.0007 0.00796248 0.00538120 0.72300892 -0.69077184
189598.1612 -0.0215 -0.0481 0.0007 0.00795772 0.00538817 0.72301887 -0.69076143
189598.1662 -0.0222 -0.0497 0.0007 0.00796349 0.00538870 0.72302068 -0.69075947
189598.1712 -0.0228 -0.0513 0.0008 0.00794077 0.00537132 0.72301552 -0.69076527
189598.1762 -0.0235 -0.0529 0.0008 0.00793406 0.00536500 0.72299791 -0.69078382
189598.1812 -0.0242 -0.0545 0.0008 0.00787811 0.00533692 0.72299598 -0.69078670
189598.1862 -0.0248 -0.0561 0.0008 0.00783636 0.00533564 0.72299655 -0.69078659
189598.1912 -0.0255 -0.0577 0.0008 0.00780525 0.00532136 0.72299047 -0.69079342
189598.1962 -0.0262 -0.0594 0.0008 0.00783056 0.00532297 0.72297152 -0.69081295
189598.2012 -0.0269 -0.0610 0.0008 0.00783941 0.00530428 0.72295810 -0.69082704
189598.2062 -0.0276 -0.0626 0.0008 0.00782797 0.00527570 0.72295965 -0.69082576
189598.2112 -0.0282 -0.0643 0.0008 0.00780113 0.00526743 0.72295351 -0.69083255
189598.2162 -0.0289 -0.0659 0.0008 0.00778231 0.00526052 0.72294200 -0.69084486
189598.2212 -0.0296 -0.0676 0.0009 0.00778005 0.00525273 0.72292018 -0.69086778
189598.2262 -0.0303 -0.0692 0.0009 0.00775044 0.00520464 0.72292026 -0.69086840
189598.2312 -0.0310 -0.0709 0.0009 0.00773810 0.00516378 0.72291249 -0.69087697
189598.2362 -0.0317 -0.0725 0.0009 0.00773229 0.00513150 0.72290297 -0.69088724
189598.2412 -0.0324 -0.0742 0.0010 0.00777015 0.00513111 0.72288288 -0.69090783
189598.2462 -0.0331 -0.0759 0.0010 0.00774653 0.00512476 0.72288053 -0.69091061
189598.2512 -0.0338 -0.0776 0.0010 0.00773892 0.00511758 0.72287522 -0.69091630
