time_s,seq,source_sample_time_s,edge_send_time_s,edge_arrival_time_s,queue_release_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,packet_loss_count,stale_packet,queue_depth,gps_x_m,gps_y_m,truth_x_m,truth_y_m,ekf_x_m,ekf_y_m,ekf_theta_rad,innovation_x_m,innovation_y_m,mahalanobis,threshold,lambda_star,lambda_max_s,detected,epsilon_min_m,epsilon_stealth_max_m,confidence,envelope_region,q_xx,q_yy,q_tt,s_xx,s_yy,dead_reckoning_residual_m,imu_vertical_std,imu_yaw_std,velocity_variance,packet_dt_s,arrival_dt_s,transport_latency_s,attack_label
67.618,0,67.618,516714.171,516714.812,516714.812,516714.812,,516646.8735,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.991464547107982,15.443235625832761,2.6625970000000003,0,6.412418642574378,3.9941025936668266,0.55,warning,1e-06,1e-06,9.000000000000001e-08,2.6625970000000003,2.6625970000000003,0.0,0.0,0.0,0.0,0.1,0.1,0.641,hardware-bench
69.311,1,69.311,516715.828,516716.421,516716.421,516716.421,,516646.84349999996,0,0,0,0,-0.059369924910517215,0.017811118418677215,,,-0.016437358705552782,0.0049312466343209484,0.0,-0.059369924910517215,0.017811118418677215,0.001362149761048213,5.991464547107982,15.443235625832761,2.8205591140346042,0,6.599890832023397,4.110873378585216,0.5498749583907765,warning,0.2832027481885271,0.2832027481885271,0.0004843960810000069,2.8205591140346042,2.8205591140346042,0.0,0.9765500000000316,0.25,0.0,0.8544999999983702,1.6089999999967404,0.593,hardware-bench
70.84,2,70.84,516717.421,516717.937,516717.937,516717.937,,516646.839,0,0,0,0,-0.07354781721971912,0.0734708644657592,,,-0.027817051838421984,0.018588286669683776,0.0,-0.05711045851416634,0.06853961783143826,0.002465947336978349,5.991464547107982,15.443235625832761,3.227677884609993,0,7.060155104268006,4.397558142324586,0.5497736328030194,warning,0.07843507096358059,0.07843507096358059,0.0005596527254906126,3.227677884609993,3.227677884609993,0.020661353949408368,1.2179896578652474,0.3118047822311618,0.0,1.075,1.5160000000032596,0.516,hardware-bench
72.364,3,72.364,516718.937,516719.453,516719.453,516719.453,,516646.83499999996,0,0,0,0,-0.22152956937756071,0.0734708644657592,,,-0.05960040632501082,0.02759313802049035,0.0,-0.19371251753913873,0.05488257779607543,0.011761156529573276,5.991464547107982,15.443235625832761,3.446653965956881,0,7.295717190035746,4.544282676416573,0.548920358112711,warning,0.05052031840202395,0.05052031840202395,0.0006769945600264554,3.446653965956881,3.446653965956881,0.0377997198687489,1.7605213503391826,0.35182282028742823,0.0,1.1852500000008148,1.5160000000032596,0.516,hardware-bench
73.874,4,73.874,516720.453,516720.968,516720.968,516720.968,,516646.8365,1,0,0,0,-0.26583548300122284,0.0734708644657592,,,-0.08884154614940816,0.034097933593736765,0.0,-0.20623507667621202,0.04587772644526886,0.012493583146834146,5.991464547107982,15.443235625832761,3.572847926076442,0,7.428077300194607,4.626725805717828,0.5488531233596174,warning,0.03385454995637618,0.03385454995637618,0.0006631005424141405,3.572847926076442,3.572847926076442,0.07050720034548684,1.9628680736106803,0.3513367330638799,0.0,1.2512000000034458,1.5150000000139698,0.515,hardware-bench
75.41,5,75.41,516721.984,516722.5,516722.5,516722.5,,516646.83425,1,0,0,0,-0.26583548300122284,0.09239517788447532,,,-0.11136760097465655,0.041517435890889104,0.0,-0.1769939368518147,0.058297244290738556,0.009467234910496568,5.991464547107982,15.443235625832761,3.6679582478403736,0,7.5262967977030755,4.6879037748452035,0.549130933820966,warning,0.03206923701515662,0.03206923701515662,0.0010054005401028687,3.6679582478403736,3.6679582478403736,0.09396871604491834,1.8628768415187116,0.44108156999458603,0.0,1.298000000003958,1.5320000000065193,0.516,hardware-bench
76.937,6,76.937,516723.5,516724.031,516724.031,516724.031,,516646.83200000005,1,0,0,0,-0.3101413966248851,0.0,,,-0.13436496551786095,0.036714028052554165,0.0,-0.19877379565022857,-0.041517435890889104,0.011053641493310158,5.991464547107982,15.443235625832761,3.7304194590632265,0,7.59010847679432,4.727650149367977,0.5489853060510465,warning,0.024185905305523298,0.024185905305523298,0.0009698010279186809,3.7304194590632265,3.7304194590632265,0.10716569730078254,1.8162953767243584,0.4348498450673543,0.0,1.3312857142915682,1.5310000000172295,0.531,hardware-bench
78.458,7,78.458,516725.031,516725.546,516725.546,516725.546,,516646.83150000003,1,0,0,0,-0.29507738659727983,-0.1491681173496511,,,-0.15145906177016216,0.016942766666856207,0.0,-0.16071242107941888,-0.18588214540220527,0.016025266526355077,5.991464547107982,15.443235625832761,3.7678408761085675,0,7.628083275003542,4.751303508338397,0.5485289245191729,warning,0.019103215591908865,0.019103215591908865,0.000860485494232659,3.7678408761085675,3.7678408761085675,0.1191529024129463,1.6991451836144156,0.4071504443998557,0.0,1.3542499999995925,1.5149999999557622,0.515,hardware-bench
79.999,8,79.999,516726.562,516727.093,516727.093,516727.093,,516646.831,1,0,0,0,-0.32520540791174013,-0.11131949051221887,,,-0.16867083344292091,0.004236768907340659,0.0,-0.17374634614157797,-0.12826225717907508,0.0122455336282467,5.991464547107982,15.443235625832761,3.808653900279063,0,7.669285468624604,4.776967114783871,0.5488758936245752,warning,0.019157915802157133,0.019157915802157133,0.0008001194013089725,3.808653900279063,3.808653900279063,0.1332164413742132,1.6020841424551433,0.38389652669681257,0.0,1.375666666668581,1.547000000020489,0.531,hardware-bench
81.543,9,81.543,516728.093,516728.64,516728.64,516728.64,,516646.83075,1,0,0,0,-0.3544473102485472,-0.1859035491870444,,,-0.18599370783408226,-0.013493015313353226,0.0,-0.18577647680562628,-0.19014031809438506,0.018395873229201998,5.991464547107982,15.443235625832761,3.841418073438789,0,7.702202571047307,4.7974701872578995,0.5483113093307137,warning,0.018276624418369605,0.018276624418369605,0.0009029693170268416,3.841418073438789,3.841418073438789,0.14149086155745463,1.909293636819659,0.4115519408288582,0.0,1.392800000003772,1.547000000020489,0.547,hardware-bench
